,tortoise,container,magpie,football,ambulance,ladder,toothbrush,syringe,sink,toy,organ,apple,cosmetics,paddle,snowman,beer,chopsticks,bird,croissant,cucumber,radish,towel,doll,skull,glove,tick,belt,sunglasses,banjo,cart,ball,backpack,bicycle,centipede,boat,surfboard,boot,headphones,shorts,bus,boy,screwdriver,barge,laptop,miniskirt,drill,dress,bear,waffle,pancake,woodpecker,pretzel,bagel,tower,teapot,person,swimwear,beehive,brassiere,bee,bat,starfish,popcorn,burrito,chainsaw,balloon,wrench,tent,lantern,toaster,flashlight,billboard,tiara,limousine,necklace,carnivore,scissors,stairs,printer,chair,shirt,poster,cheese,sock,earrings,tie,watercraft,cabinetry,suitcase,muffin,bidet,snack,snowmobile,clock,cattle,cello,camel,coat,suit,desk,cat,juice,gondola,beetle,cannon,cookie,fountain,coin,calculator,cocktail,box,stapler,drum,dessert,drink,zucchini,ladle,dice,oven,dinosaur,ratchet,couch,spatula,whiteboard,door,hat,shower,eraser,fedora,guacamole,dagger,scarf,dolphin,sombrero,mug,tap,stretcher,goggles,blender,volleyball,vase,wardrobe,coffee,whisk,food,skirt,fax,fruit,nightstand,barrel,kite,tart,treadmill,fox,flag,jacket,egg,guitar,pillow,isopod,grape,panda,giraffe,woman,rhinoceros,bathtub,goldfish,houseplant,goat,house,horse,hammer,harp,sandal,saucer,harpsichord,heater,harmonica,hamster,curtain,bed,kettle,fireplace,scale,insect,kitchenware,invertebrate,bookcase,refrigerator,jaguar,artichoke,table,tableware,kangaroo,koala,knife,bottle,lynx,lavender,lighthouse,dumbbell,bowl,humidifier,porch,lizard,mammal,mouse,motorcycle,snowplow,missile,bust,man,milk,plate,mushroom,crutch,pitcher,mirror,scoreboard,briefcase,nail,oboe,ostrich,piano,girl,plant,potato,pasta,penguin,pumpkin,pear,mixer,cupboard,jacuzzi,pizza,pig,reptile,rifle,lipstick,skateboard,raven,rose,rabbit,sculpture,saxophone,shotgun,seafood,snowboard,sword,sushi,loveseat,ski,squirrel,tripod,stethoscope,submarine,scorpion,segway,snake,skyscraper,sheep,television,trombone,tea,tank,taco,telephone,torch,tiger,strawberry,trumpet,tree,tomato,train,tool,trousers,truck,coffeemaker,violin,vehicle,handbag,wine,weapon,wheel,worm,wok,whale,zebra,jug,cream,monkey,lion,bread,platter,chicken,eagle,helicopter,owl,duck,turtle,hippopotamus,crocodile,toilet,squid,clothing,footwear,lemon,spider,deer,frog,banana,rocket,countertop,dog,book,elephant,shark,candle,leopard,axe,porcupine,flower,canary,cheetah,hamburger,maple,building,fish,lobster,furniture,hedgehog,airplane,spoon,otter,bull,oyster,bomb,bench,caterpillar,butterfly,parachute,orange,antelope,beaker,window,closet,castle,jellyfish,goose,mule,swan,peach,coconut,raccoon,chisel,fork,lamp,camera,squash,racket,vegetable,diaper,unicycle,falcon,chime,snail,shellfish,cabbage,carrot,mango,jeans,flowerpot,pineapple,drawer,stool,envelope,cake,dragonfly,honeycomb,ladybug,shelf,watch,candy,salad,parrot,handgun,sparrow,van,grinder,tire,ruler,microphone,broccoli,umbrella,pastry,grapefruit,band-aid,animal,turkey,lily,pomegranate,doughnut,glasses,pen,ant,car,aircraft,skunk,watermelon,cantaloupe,dishwasher,flute,sandwich,shrimp,binoculars,ipod,accordion,willow,crab,crown,seahorse,perfume,alpaca,taxi,canoe,wheelchair,armadillo,maracas,helmet
snowplow,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,4,56,0,21,0,0,184,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missile,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,17,0,0,0,0,1,0,0,217,0,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,0,0,0,0,0,384,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bust,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,34,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
man,15,4,1,1777,20,114,1,0,114,1218,27,26,17,354,18,1331,13,686,2,4,2,1,99,67,761,0,90,9578,63,489,3078,142,5105,0,1905,379,100,220,3963,1579,19493,0,4,4704,124,13,13231,47,3,4,0,9,3,484,13,379781,1150,21,116,15,4,1,3,1,19,863,1,933,45,2,2,790,87,38,262,2041,0,349,13,6910,4395,3912,2,22,7,7080,1804,170,78,17,3,795,5,456,280,300,94,1698,38496,1900,265,132,38,3,52,23,201,16,1,300,134,0,2097,507,9064,3,0,0,17,63,0,1101,0,486,1028,8947,10,0,2035,0,3,566,34,197,101,24,25,3820,3,193,296,2,71,0,7650,194,1,413,16,60,34,6,11,0,2223,8367,5,4594,83,0,17,14,24,133463,9,35,2,894,47,3290,1422,4,25,79,125,18,1,0,1,279,199,24,194,1,36,7,47,456,8,5,1,15193,3537,15,3,5,4907,1,14,85,12,82,0,138,12,22934,5,1490,5,8,245,0,5,62,2,40,19,285,48,10,0,20,8,480,35159,26744,3,5,29,68,2,4,11,30,38,25,96,326,22,382,3,452,23,3329,278,79,121,29,14,2,35,62,13,331,15,1,5,50,34,1045,55,587,151,35,84,2,43,3,36,14,317,40906,11,1279,53,6622,922,6,269,29375,292,1476,800,10633,0,46,8,5,25,0,44,34,19,36,41,32,169,37,50,19,0,26,10,0,326598,72480,6,2,31,7,42,24,150,2296,1530,162,10,692,6,2,1,5814,0,8,23,18,14694,286,15,17257,1,594,9,1,184,7,0,579,0,26,47,16,7,1,3878,23,81,2,25,127,15,2,25,4,1,6,96,1238,43,376,384,4,19,32,0,0,20,8,8,0,20801,420,14,60,79,2,388,0,9,0,505,557,4,40,66,33,2,529,0,4346,0,9045,2,1157,47,5,0,5536,8,10,0,4,29752,16,0,12640,771,0,22,1,4,40,26,0,15,13,229,1,12,63,2,1,12,146,313,408,1,1,3850
milk,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,19,0,0,1,0,0,0,0,0,2,6,0,0,0,12,0,0,0,1,2,0,0,23,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,9,0,130,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,42,0,0,0,0,4,0,0,0,2,0,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0,1,0,1,0,0,0,0,9,3,0,7,0,0,3,17,15,6,1,7,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,18,0,0,3,0,0,4,0,3,11,0,1,4,0,24,236,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,19,0,1,6,0,1,0,0,4,0,11,0,124,0,2,0,0,0,0,8,2,3,15,0,1,0,9,0,1,0,18,1,0,0,273,227,6,0,0,1,0,0,2,1,0,0,1,0,0,0,4,0,1,0,0,43,3,0,0,0,0,41,0,51,1,1235,0,0,66,0,0,0,7,0,0,0,1,17,1,0,0,8,0,0,54,0,0,0,9,0,6,3,0,0,0,471,0,0,0,0,0,1,6,1,1,1,30,5,1,0,0,1,314,1577,0,0,6,49,0,0,0,0,136,0,0,0,20,0,0,0,0,0,62,2,0,0,0,7,2,0,0,0,0,0,0,27,56,2,10,0,2,0,0,4,0,9,0,0,0,0,0,0,14,0,1,0,0,36,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,23,0,5,10,0,18,2,0,0,0,6,0,29,3,5,0,2,0,0,12,0,0,0,21,1005,0,0,0,0,0,0,0,0,0,0,165,8,15,0,1,0,6,0,6,4,3,2,0,31,0,0,0,101,1,0,5,0,4,3,4,74,0,0,175,0,0,6,0,0,0,1,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,241,0,1,3,0,77,0,0,0,0,1,8,2,0,1,4,6,0,1,0,1,58,0,0,1,7,2,1,48,0,1,1,0,0,2,0,0,3,0,30,3,0,29,0,0,2,5,9,0,0,2,0,0,0,0,1,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mushroom,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,918,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,6,1,0,0,3,0,0,0,1,2,1,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pitcher,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,1,0,0,0,0,64,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,4,1,2,4,0,0,0,0,0,0,0,5,0,0,0,5,47,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,24,0,0,0,1,0,86,0,7,0,43,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,11,0,5,0,0,0,0,14,0,0,0,0,1,1,61,1,0,0,3,0,0,0,0,0,36,179,0,0,0,19,0,0,0,0,8,0,0,0,5,0,0,0,0,0,19,2,7,0,0,0,1,0,0,0,0,0,0,3,22,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,269,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,42,1,3,0,0,0,0,0,3,2,2,0,0,2,0,0,0,32,0,0,1,0,0,0,0,26,0,0,4,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,14,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirror,0,1,0,1,0,0,3,0,305,17,0,0,2,0,0,1,1,2,0,0,0,7,5,0,1,0,0,42,0,1,1,1,13,0,1,0,0,0,4,22,21,0,0,6,0,0,66,0,0,0,0,0,0,4,0,873,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,24,0,3,0,120,4,2,0,1,0,4,0,89,0,0,44,1,0,9,2,0,0,2,22,36,4,0,0,0,0,0,0,0,0,0,2,0,0,2,11,0,0,0,0,0,0,46,1,1,82,9,89,0,2,0,0,3,0,0,1,207,0,30,0,0,122,3,0,0,16,3,0,1,45,0,0,0,0,1,0,7,0,3,22,0,0,0,0,305,0,58,1,20,1,338,4,0,0,2,0,1,0,0,0,55,91,1,34,0,0,0,0,13,1,0,0,214,14,0,0,0,19,0,0,0,0,2,0,0,0,37,0,25,0,0,0,285,0,2,0,0,1,0,0,0,0,0,0,2,114,175,0,0,0,0,0,0,28,1,0,0,0,0,2,1,0,2,2,3,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,7,0,12,0,0,1,0,1,0,0,0,0,248,0,9,0,19,14,0,0,710,2,6,2,175,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,68,0,633,81,0,0,0,0,0,0,105,25,14,1,2,12,0,0,0,40,0,0,0,1,242,1,0,448,0,3,2,0,0,0,0,0,0,0,1,0,0,0,228,2,0,0,1,1,0,0,0,0,0,1,18,56,0,0,1,0,0,0,0,0,0,0,0,0,28,9,0,83,3,0,3,0,0,0,40,1,0,0,0,0,0,5,0,60,0,3,0,0,0,0,0,42,0,0,0,0,81,1,0,550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6
scoreboard,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
briefcase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
nail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oboe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,1,0,0,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
